geometry,Pincode,District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude
"POLYGON ((76.94324975 11.10538925, 76.9359531 11.12935565, 76.9365649 11.1114389, 76.936858 11.10915365, 76.93696875 11.10877065, 76.9411886 11.10422625, 76.94324975 11.10538925))",641020,Coimbatore,-,Unnamed Zone,tertiary,40,11.10538925,76.94324975
"POLYGON ((76.9823622 10.9253535, 76.9797771 10.9404075, 76.98132685 10.9280519, 76.98275635 10.92253925, 76.9823622 10.9253535))",641021,Coimbatore,Z124,Eachanari Railway Flyover,trunk,40,10.939087,76.9799509
"POLYGON ((76.9943725 11.0212696, 77.00169435 11.023183, 76.9946905 11.02149575, 76.9943725 11.0212696))",641028,Coimbatore,Z119,Avinashi Road,primary,50,11.0212696,76.9943725
"POLYGON ((77.0143249 10.84907375, 77.01444505 10.84961485, 77.0141458 10.8508008, 77.0005886 10.88997345, 77.00060695 10.88870955, 77.00078885 10.88633395, 77.0015018 10.88269775, 77.0019312 10.8812316, 77.0143249 10.84907375))",641032,Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.8508008,77.0141458
"POLYGON ((76.9426474 11.07763205, 76.94264258472667 11.07753403285967, 76.9426281852804 11.077436959677984, 76.94260434033572 11.077341765322746, 76.9425712795325 11.077249366567635, 76.94252932126435 11.077160653263174, 76.9424788696123 11.07707647976698, 76.94242041045335 11.076997656715836, 76.94235450678119 11.076924943218813, 76.94228179328415 11.076859039546637, 76.94220297023301 11.076800580387697, 76.94211879673682 11.076750128735652, 76.94203008343236 11.076708170467489, 76.94193768467724 11.076675109664269, 76.941842490322 11.076651264719597, 76.94174541714033 11.076636865273327, 76.9416474 11.07663205, 76.94154938285966 11.076636865273327, 76.94145230967798 11.076651264719597, 76.94135711532275 11.076675109664269, 76.94126471656763 11.076708170467489, 76.94117600326317 11.076750128735652, 76.94109182976698 11.076800580387697, 76.94101300671583 11.076859039546637, 76.9409402932188 11.076924943218813, 76.94087438954664 11.076997656715836, 76.94081593038769 11.07707647976698, 76.94076547873564 11.077160653263174, 76.94072352046749 11.077249366567635, 76.94069045966427 11.077341765322746, 76.94066661471959 11.077436959677984, 76.94065221527332 11.07753403285967, 76.94064739999999 11.07763205, 76.94065221527332 11.07773006714033, 76.94066661471959 11.077827140322016, 76.94069045966427 11.077922334677254, 76.94072352046749 11.078014733432365, 76.94076547873564 11.078103446736826, 76.94081593038769 11.07818762023302, 76.94087438954664 11.078266443284164, 76.9409402932188 11.078339156781187, 76.94101300671583 11.078405060453363, 76.94109182976698 11.078463519612303, 76.94117600326317 11.078513971264348, 76.94126471656763 11.078555929532511, 76.94135711532275 11.078588990335732, 76.94145230967798 11.078612835280403, 76.94154938285966 11.078627234726673, 76.9416474 11.07863205, 76.94174541714033 11.078627234726673, 76.941842490322 11.078612835280403, 76.94193768467724 11.078588990335732, 76.94203008343236 11.078555929532511, 76.94211879673682 11.078513971264348, 76.94220297023301 11.078463519612303, 76.94228179328415 11.078405060453363, 76.94235450678119 11.078339156781187, 76.94242041045335 11.078266443284164, 76.9424788696123 11.07818762023302, 76.94252932126435 11.078103446736826, 76.9425712795325 11.078014733432365, 76.94260434033572 11.077922334677254, 76.9426281852804 11.077827140322016, 76.94264258472667 11.07773006714033, 76.9426474 11.07763205))",641034,Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.07763205,76.9416474
"POLYGON ((76.98538582833986 11.102315727544513, 76.98539518911582 11.102413415427737, 76.98541407990406 11.102509715400611, 76.98544231877594 11.102603700041753, 76.9854796337757 11.102694464227689, 76.98552566553948 11.102781133849696, 76.98557997075623 11.102862874231933, 76.98564202643705 11.102938898169835, 76.9857112349518 11.103008473511323, 76.98578692978462 11.103070930207823, 76.98586838195294 11.103125666767207, 76.98595480702782 11.103172156046483, 76.98604537268855 11.103209950328482, 76.98613920673832 11.103238685633606, 76.98623540550392 11.103258085225157, 76.98633304253866 11.103267962274465, 76.98643117754452 11.103268221660146, 76.98652886542774 11.103258860884175, 76.98662516540061 11.103239970095938, 76.98671915004175 11.103211731224055, 76.98680991422769 11.1031744162243, 76.9868965838497 11.103128384460518, 76.98697832423193 11.10307407924376, 76.98705434816983 11.103012023562943, 76.98712392351132 11.102942815048204, 76.98718638020782 11.10286712021537, 76.98724111676721 11.102785668047058, 76.98728760604648 11.10269924297218, 76.98732540032849 11.102608677311448, 76.98735413563361 11.102514843261684, 76.98737353522516 11.102418644496083, 76.98738341227447 11.102321007461343, 76.98738367166014 11.102222872455487, 76.98735662166014 11.101640872455487, 76.98734726088418 11.101543184572263, 76.98732837009594 11.101446884599389, 76.98730013122406 11.101352899958247, 76.9872628162243 11.101262135772311, 76.98721678446051 11.101175466150304, 76.98716247924376 11.101093725768067, 76.98710042356295 11.101017701830164, 76.9870312150482 11.100948126488676, 76.98695552021537 11.100885669792177, 76.98687406804706 11.100830933232793, 76.98678764297217 11.100784443953517, 76.98669707731145 11.100746649671517, 76.98660324326168 11.100717914366394, 76.98650704449608 11.100698514774843, 76.98640940746134 11.100688637725534, 76.98631127245548 11.100688378339854, 76.98621358457225 11.100697739115825, 76.98611728459939 11.100716629904062, 76.98602329995825 11.100744868775944, 76.9859325357723 11.1007821837757, 76.9858458661503 11.100828215539481, 76.98576412576807 11.10088252075624, 76.98568810183016 11.100944576437056, 76.98561852648868 11.101013784951796, 76.98555606979218 11.10108947978463, 76.98550133323279 11.101170931952941, 76.98545484395352 11.10125735702782, 76.98541704967151 11.101347922688552, 76.98538831436639 11.101441756738316, 76.98536891477484 11.101537955503916, 76.98535903772553 11.101635592538656, 76.98535877833986 11.101733727544513, 76.98538582833986 11.102315727544513))",641035,Coimbatore,-,Unnamed Zone,service,10,11.1016873,76.9863577
"POLYGON ((77.01448425 10.94717145, 77.0045258 10.97126395, 77.011083 10.94364765, 77.0114546 10.9440242, 77.01448425 10.94717145))",641038,Coimbatore,Z151,Coimbatore Bypass Flyover,trunk,70,10.9440242,77.0114546
"POLYGON ((76.9059427 11.0267629, 76.9160993 11.03569985, 76.9155787 11.03764685, 76.91448075 11.0380669, 76.90615415 11.0282009, 76.9059427 11.0267629))",641041,Coimbatore,-,Unnamed Zone,residential,20,11.03569985,76.9160993
"POLYGON ((76.99930710000001 10.99714025, 76.99930228472668 10.99704223285967, 76.99928788528041 10.996945159677983, 76.99926404033573 10.996849965322745, 76.99923097953251 10.996757566567634, 76.99918902126436 10.996668853263174, 76.99913856961231 10.996584679766979, 76.99908011045336 10.996505856715835, 76.9990142067812 10.996433143218812, 76.99894149328416 10.996367239546636, 76.99886267023302 10.996308780387697, 76.99877849673683 10.996258328735651, 76.99868978343237 10.996216370467488, 76.99859738467725 10.996183309664268, 76.99850219032201 10.996159464719597, 76.99840511714034 10.996145065273327, 76.9983071 10.99614025, 76.99820908285967 10.996145065273327, 76.998112009678 10.996159464719597, 76.99801681532276 10.996183309664268, 76.99792441656764 10.996216370467488, 76.99783570326318 10.996258328735651, 76.99775152976699 10.996308780387697, 76.99767270671585 10.996367239546636, 76.99759999321881 10.996433143218812, 76.99753408954665 10.996505856715835, 76.9974756303877 10.996584679766979, 76.99742517873565 10.996668853263174, 76.9973832204675 10.996757566567634, 76.99735015966428 10.996849965322745, 76.9973263147196 10.996945159677983, 76.99731191527333 10.99704223285967, 76.9973071 10.99714025, 76.99731191527333 10.997238267140329, 76.9973263147196 10.997335340322016, 76.99735015966428 10.997430534677253, 76.9973832204675 10.997522933432364, 76.99742517873565 10.997611646736825, 76.9974756303877 10.99769582023302, 76.99753408954665 10.997774643284163, 76.99759999321881 10.997847356781186, 76.99767270671585 10.997913260453362, 76.99775152976699 10.997971719612302, 76.99783570326318 10.998022171264347, 76.99792441656764 10.99806412953251, 76.99801681532276 10.99809719033573, 76.998112009678 10.998121035280402, 76.99820908285967 10.998135434726672, 76.9983071 10.998140249999999, 76.99840511714034 10.998135434726672, 76.99850219032201 10.998121035280402, 76.99859738467725 10.99809719033573, 76.99868978343237 10.99806412953251, 76.99877849673683 10.998022171264347, 76.99886267023302 10.997971719612302, 76.99894149328416 10.997913260453362, 76.9990142067812 10.997847356781186, 76.99908011045336 10.997774643284163, 76.99913856961231 10.99769582023302, 76.99918902126436 10.997611646736825, 76.99923097953251 10.997522933432364, 76.99926404033573 10.997430534677253, 76.99928788528041 10.997335340322016, 76.99930228472668 10.997238267140329, 76.99930710000001 10.99714025))",641045,Coimbatore,Z184,Tiruchi Road,trunk,40,10.99714025,76.9983071
"POLYGON ((76.9607864 11.1874017, 76.9407847 11.16305915, 76.9420846 11.13987955, 76.9591625 11.1825574, 76.9605941 11.18669095, 76.9607864 11.1874017))",641047,Coimbatore,-,Unnamed Zone,tertiary,30,11.16305915,76.9407847
"POLYGON ((77.0381699 11.07415635, 77.0681814 11.08713875, 77.02855845 11.09541335, 77.0280696 11.09480205, 77.0280816 11.09372825, 77.0381699 11.07415635))",641048,Coimbatore,Z169,Sitra - Kurumbapalayam Road,primary,70,11.09375485,77.03191075
"POLYGON ((76.98410372568652 11.10405734039757, 76.98411746887649 11.104154508660832, 76.98414067004454 11.104249861964167, 76.98417310575073 11.10434248200314, 76.98421446362148 11.104431476796144, 76.98426434535791 11.104515989274674, 76.98432227057161 11.10459520553736, 76.98438768141109 11.10466836268829, 76.98445994793425 11.10473475618411, 76.98453837417493 11.104793746619158, 76.98462220484559 11.1048447658833, 76.98471063261103 11.104887322633129, 76.98480280586352 11.104921007023883, 76.98489783692426 11.104945494656464, 76.9849948105922 11.104960549701586, 76.98509279295787 11.104966027170931, 76.98519084039758 11.104961874313478, 76.98528800866083 11.104948131123512, 76.98538336196417 11.104924929955468, 76.98547598200314 11.104892494249274, 76.98556497679614 11.104851136378514, 76.98564948927468 11.104801254642092, 76.98572870553735 11.104743329428398, 76.98580186268829 11.104677918588903, 76.9858682561841 11.10460565206575, 76.98592724661916 11.104527225825063, 76.9859782658833 11.10444339515441, 76.98602082263314 11.104354967388977, 76.98605450702388 11.104262794136485, 76.98607899465647 11.10416776307574, 76.98609404970159 11.104070789407809, 76.98609952717094 11.103972807042124, 76.98609537431348 11.10387475960243, 76.98596667431347 11.10247085960243, 76.9859529311235 11.102373691339169, 76.98592972995546 11.102278338035834, 76.98589729424927 11.10218571799686, 76.98585593637851 11.102096723203857, 76.98580605464208 11.102012210725327, 76.98574812942839 11.101932994462642, 76.9856827185889 11.10185983731171, 76.98561045206574 11.101793443815891, 76.98553202582507 11.101734453380843, 76.9854481951544 11.101683434116701, 76.98535976738897 11.101640877366872, 76.98526759413647 11.101607192976118, 76.98517256307574 11.101582705343537, 76.9850755894078 11.101567650298415, 76.98497760704213 11.10156217282907, 76.98487955960242 11.101566325686523, 76.98478239133917 11.101580068876489, 76.98468703803583 11.101603270044533, 76.98459441799686 11.101635705750727, 76.98450542320386 11.101677063621487, 76.98442091072532 11.101726945357909, 76.98434169446264 11.101784870571603, 76.9842685373117 11.101850281411098, 76.98420214381589 11.101922547934251, 76.98414315338084 11.102000974174938, 76.9840921341167 11.10208480484559, 76.98404957736686 11.102173232611024, 76.98401589297612 11.102265405863516, 76.98399140534353 11.102360436924261, 76.9839763502984 11.102457410592192, 76.98397087282906 11.102555392957877, 76.98397502568652 11.102653440397571, 76.98410372568652 11.10405734039757))",641049,Coimbatore,-,Unnamed Zone,service,10,11.10256215,76.98497085
"POLYGON ((76.97698265 10.90842975, 77.0003937 10.8908241, 77.01062595 10.9431841, 76.98296355 10.9220918, 76.97698265 10.90842975))",641050,Coimbatore,Z109,Pollachi Salai,trunk,40,10.9181616,76.98558645
"POLYGON ((77.0682382 11.0570574, 77.07676185 11.0352332, 77.10467225 11.07104245, 77.0684575 11.05734015, 77.06831135 11.05723615, 77.0682382 11.0570574))",641062,Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0640879,77.0930694
"POLYGON ((76.7337222 11.21523315, 76.73371738472667 11.21513513285967, 76.7337029852804 11.215038059677983, 76.73367914033572 11.214942865322746, 76.7336460795325 11.214850466567635, 76.73360412126435 11.214761753263174, 76.7335536696123 11.21467757976698, 76.73349521045336 11.214598756715835, 76.73342930678119 11.214526043218813, 76.73335659328416 11.214460139546636, 76.73327777023302 11.214401680387697, 76.73319359673683 11.214351228735651, 76.73310488343236 11.214309270467488, 76.73301248467725 11.214276209664268, 76.732917290322 11.214252364719597, 76.73282021714033 11.214237965273327, 76.7327222 11.21423315, 76.73262418285967 11.214237965273327, 76.73252710967799 11.214252364719597, 76.73243191532275 11.214276209664268, 76.73233951656763 11.214309270467488, 76.73225080326317 11.214351228735651, 76.73216662976698 11.214401680387697, 76.73208780671584 11.214460139546636, 76.7320150932188 11.214526043218813, 76.73194918954664 11.214598756715835, 76.73189073038769 11.21467757976698, 76.73184027873565 11.214761753263174, 76.73179832046749 11.214850466567635, 76.73176525966427 11.214942865322746, 76.7317414147196 11.215038059677983, 76.73172701527332 11.21513513285967, 76.7317222 11.21523315, 76.73172701527332 11.215331167140329, 76.7317414147196 11.215428240322016, 76.73176525966427 11.215523434677253, 76.73179832046749 11.215615833432365, 76.73184027873565 11.215704546736825, 76.73189073038769 11.21578872023302, 76.73194918954664 11.215867543284164, 76.7320150932188 11.215940256781186, 76.73208780671584 11.216006160453363, 76.73216662976698 11.216064619612302, 76.73225080326317 11.216115071264348, 76.73233951656763 11.21615702953251, 76.73243191532275 11.216190090335731, 76.73252710967799 11.216213935280402, 76.73262418285967 11.216228334726672, 76.7327222 11.216233149999999, 76.73282021714033 11.216228334726672, 76.732917290322 11.216213935280402, 76.73301248467725 11.216190090335731, 76.73310488343236 11.21615702953251, 76.73319359673683 11.216115071264348, 76.73327777023302 11.216064619612302, 76.73335659328416 11.216006160453363, 76.73342930678119 11.215940256781186, 76.73349521045336 11.215867543284164, 76.7335536696123 11.21578872023302, 76.73360412126435 11.215704546736825, 76.7336460795325 11.215615833432365, 76.73367914033572 11.215523434677253, 76.7337029852804 11.215428240322016, 76.73371738472667 11.215331167140329, 76.7337222 11.21523315))",641102,Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.21523315,76.7327222
"POLYGON ((77.0684132 11.00364035, 77.08503595 11.0122559, 77.07512595 11.0409598, 77.0736539 11.04112825, 77.0684132 11.00364035))",641103,Coimbatore,-,Unnamed Zone,trunk_link,30,11.0066787,77.06996885
"POLYGON ((76.8876892 11.2493839, 76.82322535 11.21317125, 76.96012905 11.2361607, 76.9606413 11.23908525, 76.96059735 11.24352875, 76.9511142 11.26712565, 76.8876892 11.2493839))",641104,Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.2363087,76.9090158
"POLYGON ((76.95110515 10.9364917, 76.92396435 10.8926929, 76.9614041 10.89635535, 76.9777347 10.9001296, 76.97659325 10.90803005, 76.9584885 10.9384403, 76.95110515 10.9364917))",641105,Coimbatore,Z102,SRI KRISHNA COLLEGE ROAD,residential,30,10.9384403,76.9584885
"POLYGON ((76.91013925 11.06399335, 76.91013443472667 11.063895332859671, 76.9101200352804 11.063798259677984, 76.91009619033572 11.063703065322747, 76.9100631295325 11.063610666567635, 76.91002117126435 11.063521953263175, 76.9099707196123 11.06343777976698, 76.90991226045335 11.063358956715836, 76.90984635678119 11.063286243218814, 76.90977364328415 11.063220339546637, 76.90969482023301 11.063161880387698, 76.90961064673682 11.063111428735652, 76.90952193343236 11.06306947046749, 76.90942953467724 11.063036409664269, 76.909334340322 11.063012564719598, 76.90923726714033 11.062998165273328, 76.90913925 11.062993350000001, 76.90904123285966 11.062998165273328, 76.90894415967799 11.063012564719598, 76.90884896532275 11.063036409664269, 76.90875656656763 11.06306947046749, 76.90866785326317 11.063111428735652, 76.90858367976698 11.063161880387698, 76.90850485671584 11.063220339546637, 76.9084321432188 11.063286243218814, 76.90836623954664 11.063358956715836, 76.90830778038769 11.06343777976698, 76.90825732873564 11.063521953263175, 76.90821537046749 11.063610666567635, 76.90818230966427 11.063703065322747, 76.90815846471959 11.063798259677984, 76.90814406527332 11.063895332859671, 76.90813924999999 11.06399335, 76.90814406527332 11.06409136714033, 76.90815846471959 11.064188440322017, 76.90818230966427 11.064283634677254, 76.90821537046749 11.064376033432366, 76.90825732873564 11.064464746736826, 76.90830778038769 11.06454892023302, 76.90836623954664 11.064627743284165, 76.9084321432188 11.064700456781187, 76.90850485671584 11.064766360453364, 76.90858367976698 11.064824819612303, 76.90866785326317 11.064875271264349, 76.90875656656763 11.064917229532512, 76.90884896532275 11.064950290335732, 76.90894415967799 11.064974135280403, 76.90904123285966 11.064988534726673, 76.90913925 11.06499335, 76.90923726714033 11.064988534726673, 76.909334340322 11.064974135280403, 76.90942953467724 11.064950290335732, 76.90952193343236 11.064917229532512, 76.90961064673682 11.064875271264349, 76.90969482023301 11.064824819612303, 76.90977364328415 11.064766360453364, 76.90984635678119 11.064700456781187, 76.90991226045335 11.064627743284165, 76.9099707196123 11.06454892023302, 76.91002117126435 11.064464746736826, 76.9100631295325 11.064376033432366, 76.91009619033572 11.064283634677254, 76.9101200352804 11.064188440322017, 76.91013443472667 11.06409136714033, 76.91013925 11.06399335))",641108,Coimbatore,Z171,Coimbatore - Anaikatti Road,primary,40,11.06399335,76.90913925
"POLYGON ((76.7918866 10.98509125, 76.7908312 10.97730785, 76.80365965 10.96810295, 76.82214645 10.96564795, 76.8211775 10.9696069, 76.7918866 10.98509125))",641109,Coimbatore,Z158,Thennamanallur Pirivu Road,tertiary,40,10.96564795,76.82214645
"POLYGON ((77.0302102 10.96330935, 77.0511576 10.9852485, 76.7878297 11.20814465, 76.70334365 11.2434679, 76.73290725 11.21492185, 77.0302102 10.96330935))",641111,Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.21380665,76.7547601
"POLYGON ((76.92365595 10.8923093, 76.8651509 10.8581365, 76.9023913 10.8728689, 76.92365595 10.8923093))",641112,Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,70,10.8581365,76.8651509
"POLYGON ((76.8255001 11.2134544, 76.84762205 11.21323775, 76.8901315 11.22373315, 76.89390405 11.2461054, 76.89475815 11.25172315, 76.88761195 11.2497454, 76.8255001 11.2134544))",641113,Coimbatore,Z126,Velliankadu Road to Bathirakaliamman Koil,tertiary,50,11.2442084,76.8925108
"POLYGON ((77.0066797 11.31823415, 76.93166285 11.31014045, 76.93513345 11.3027719, 76.9431172 11.28657505, 76.9449043 11.2831201, 76.94707305 11.2799833, 77.0062372 11.31759505, 77.0066797 11.31823415))",641301,Coimbatore,Z121,Udhagamandalam - Kotagiri - Mettupalayam - Sathy - Gobi - Erode Road,primary,50,11.31759505,77.0062372
